user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What roles do nurses play in end-of-life care?,"['– symptom relief in end of life situations', 'at end of life.', 'Resident choices and clinical indications affect decisions about the use of a feeding tube at the end-of-life. A resident at the end of life may have an advance directive addressing\n\nhis or her treatment goals (or the resident‘s surrogate or representative, in accordance with State law, may have made a decision).\n\nDecreased appetite and altered hydration are common at the end of life, and do not require interventions other than for comfort. Multiple organ system failure may impair']",Nurses provide support to patients and families during this time by helping them make decisions regarding their care. They also help families prepare for death and plan for the future.,"Advocate, professional caregiver, educator, and supporter.",0.16666666666666666,0.7324929616527664,0.0,0.0
What are the treatments for Childhood Hodgkin Lymphoma ?,"['- Viral diseases: HIV\n\n- Bacterial infections: Pyogenic. tuberculosis Malignant diseases • Haematological: Hodgkin’s and non-Hodgkin’s lymphoma MEDICINE INTERNAL\n\n- Metastatic tumours to lymph nodes: Head and neck, breast, prostate', 'Refer to specialized centres for childhood eye diseases.\n\nCarry out cataract surgery or other treatments as needed.', '- Non-Hodgkin’s']","There is no cure for childhood Hodgkin lymphoma. Treatment usually consists of chemotherapy, radiation therapy, and/or surgery. Some children may respond well to immunotherapy.","Key Points - There are different types of treatment for children with Hodgkin lymphoma. - Children with Hodgkin lymphoma should have their treatment planned by a team of health care providers who are experts in treating childhood cancer. - Children and adolescents may have treatment-related side effects that appear months or years after treatment for Hodgkin lymphoma. - Five types of standard treatment are used: - Chemotherapy - Radiation therapy - Targeted therapy - Surgery - High-dose chemotherapy with stem cell transplant - New types of treatment are being tested in clinical trials. - Proton beam radiation therapy - Patients may want to think about taking part in a clinical trial. - Patients can enter clinical trials before, during, or after starting their cancer treatment. - Follow-up tests may be needed. There are different types of treatment for children with Hodgkin lymphoma. Different types of treatment are available for children with Hodgkin lymphoma. Some treatments are standard and some are being tested in clinical trials. A treatment clinical trial is a research study meant to help improve current treatments or obtain information on new treatments for patients with cancer. When clinical trials show that a new treatment is better than the standard treatment, the new treatment may become the standard treatment. Because cancer in children is rare, taking part in a clinical trial should be considered. Some clinical trials are open only to patients who have not started treatment. Children with Hodgkin lymphoma should have their treatment planned by a team of health care providers who are experts in treating childhood cancer. Treatment will be overseen by a pediatric oncologist, a doctor who specializes in treating children with cancer. The pediatric oncologist works with other pediatric health care providers who are experts in treating children with Hodgkin lymphoma and who specialize in certain areas of medicine. These may include the following specialists: - Pediatrician. - Medical oncologist /hematologist. - Pediatric surgeon. - Radiation oncologist. - Endocrinologist. - Pediatric nurse specialist. - Rehabilitation specialist. - Psychologist. - Social worker. - Child-life specialist. The treatment of Hodgkin lymphoma in adolescents and young adults may be different than the treatment for children. Some adolescents and young adults are treated with an adult treatment regimen. Children and adolescents may have treatment-related side effects that appear months or years after treatment for Hodgkin lymphoma. Some cancer treatments cause side effects that continue or appear months or years after cancer treatment has ended. These are called late effects. Because late effects affect health and development, regular follow-up exams are important. Late effects of cancer treatment may include: - Physical problems that affect the following: - Development of sex and reproductive organs. - Fertility (ability to have children). - Bone and muscle growth and development. - Thyroid, heart, or lung function. - Teeth, gums, and salivary gland function. - Spleen function (increased risk of infection). - Changes in mood, feelings, thinking, learning, or memory. - Second cancers (new types of cancer). For female survivors of Hodgkin lymphoma, there is an increased risk of breast cancer. This risk depends on the amount of radiation therapy they received to the breast during treatment and the chemotherapy regimen used. The risk of breast cancer is decreased if these female survivors also received radiation therapy to the ovaries. It is suggested that female survivors who received radiation therapy to the breast have a mammogram once a year starting 8 years after treatment or at age 25 years, whichever is later. Female survivors of childhood Hodgkin lymphoma who have breast cancer have an increased risk of dying from the disease compared to patients with no history of Hodgkin lymphoma who have breast cancer. Some late effects may be treated or controlled. It is important to talk with your child's doctors about the possible late effects caused by some treatments. (See the PDQ summary on Late Effects of Treatment for Childhood Cancer for more information). Five types of standard treatment are used: Chemotherapy Chemotherapy is a cancer treatment that uses drugs to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. When chemotherapy is taken by mouth or injected into a vein or muscle, the drugs enter the bloodstream and can reach cancer cells throughout the body (systemic chemotherapy). When chemotherapy is placed directly into the cerebrospinal fluid, an organ, or a body cavity such as the abdomen, the drugs mainly affect cancer cells in those areas (regional chemotherapy). Combination chemotherapy is treatment using more than one anticancer drug. The way the chemotherapy is given depends on the risk group. For example, children with low-risk Hodgkin lymphoma receive fewer cycles of treatment, fewer anticancer drugs, and lower doses of anticancer drugs than children with high-risk lymphoma. See Drugs Approved for Hodgkin Lymphoma for more information. Radiation therapy Radiation therapy is a cancer treatment that uses high-energy x-rays or other types of radiation to kill cancer cells or keep them from growing. There are two types of radiation therapy: - External radiation therapy uses a machine outside the body to send radiation toward the cancer. Certain ways of giving radiation therapy can help keep radiation from damaging nearby healthy tissue. These types of external radiation therapy include the following: - Conformal radiation therapy: Conformal radiation therapy is a type of external radiation therapy that uses a computer to make a 3-dimensional (3-D) picture of the tumor and shapes the radiation beams to fit the tumor. - Intensity-modulated radiation therapy (IMRT): IMRT is a type of 3-dimensional (3-D) radiation therapy that uses a computer to make pictures of the size and shape of the tumor. Thin beams of radiation of different intensities (strengths) are aimed at the tumor from many angles. - Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer. Radiation therapy may be given, based on the childs risk group and chemotherapy regimen. External radiation therapy is used to treat childhood Hodgkin lymphoma. The radiation is given only to the lymph nodes or other areas with cancer. Internal radiation therapy is not used to treat Hodgkin lymphoma. Targeted therapy Targeted therapy is a type of treatment that uses drugs or other substances to identify and attack specific cancer cells without harming normal cells. Monoclonal antibody therapy and proteasome inhibitor therapy are being used in the treatment of childhood Hodgkin lymphoma. Monoclonal antibody therapy is a cancer treatment that uses antibodies made in the laboratory from a single type of immune system cell. These antibodies can identify substances on cancer cells or normal substances that may help cancer cells grow. The antibodies attach to the substances and kill the cancer cells, block their growth, or keep them from spreading. Monoclonal antibodies are given by infusion. They may be used alone or to carry drugs, toxins, or radioactive material directly to cancer cells. In children, rituximab may be used to treat refractory or recurrent Hodgkin lymphoma. Brentuximab, nivolumab, pembrolizumab, and atezolizumab are monoclonal antibodies being studied to treat children. Proteasome inhibitor therapy is a type of targeted therapy that blocks the action of proteasomes (proteins that remove other proteins the body no longer needs) in cancer cells and may prevent the growth of tumors. Bortezomib is a proteasome inhibitor used to treat refractory or recurrent childhood Hodgkin lymphoma. Surgery Surgery may be done to remove as much of the tumor as possible for localized nodular lymphocyte -predominant childhood Hodgkin lymphoma. High-dose chemotherapy with stem cell transplant High-dose chemotherapy with stem cell transplant is a way of giving high doses of chemotherapy and replacing blood -forming cells destroyed by the cancer treatment. Stem cells (immature blood cells) are removed from the blood or bone marrow of the patient or a donor and are frozen and stored. After the chemotherapy is completed, the stored stem cells are thawed and given back to the patient through an infusion. These reinfused stem cells grow into (and restore) the body's blood cells. See Drugs Approved for Hodgkin Lymphoma for more information. New types of treatment are being tested in clinical trials. This summary section describes treatments that are being studied in clinical trials. It may not mention every new treatment being studied. Information about clinical trials is available from the NCI website. Proton beam radiation therapy Proton-beam therapy is a type of high-energy, external radiation therapy that uses streams of protons (small, positively-charged particles of matter) to make radiation. This type of radiation therapy may help lessen the damage to healthy tissue near the tumor. Patients may want to think about taking part in a clinical trial. For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment. Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment. Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward. Patients can enter clinical trials before, during, or after starting their cancer treatment. Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment. Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials. Follow-up tests may be needed. Some of the tests that were done to diagnose the cancer or to find out the stage of the cancer may be repeated. Some tests will be repeated in order to see how well the treatment is working. Decisions about whether to continue, change, or stop treatment may be based on the results of these tests. Some of the tests will continue to be done from time to time after treatment has ended. The results of these tests can show if your child's condition has changed or if the cancer has recurred (come back). These tests are sometimes called follow-up tests or check-ups. For patients who receive chemotherapy alone, a PET scan may be done 3 weeks or more after treatment ends. For patients who receive radiation therapy last, a PET scan should not be done until 8 to 12 weeks after treatment. Treatment Options for Children and Adolescents with Hodgkin Lymphoma Low-Risk Classical Childhood Hodgkin Lymphoma Treatment of low-risk classical childhood Hodgkin lymphoma may include the following: - Combination chemotherapy. - Radiation therapy may also be given to the areas with cancer. Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage I childhood Hodgkin lymphoma and stage II childhood Hodgkin lymphoma. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website. Intermediate-Risk Classical Childhood Hodgkin Lymphoma Treatment of intermediate-risk classical childhood Hodgkin lymphoma may include the following: - Combination chemotherapy. - Radiation therapy may also be given to the areas with cancer. Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage I childhood Hodgkin lymphoma, stage II childhood Hodgkin lymphoma, stage III childhood Hodgkin lymphoma and stage IV childhood Hodgkin lymphoma. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website. High-Risk Classical Childhood Hodgkin Lymphoma Treatment of high-risk classical childhood Hodgkin lymphoma may include the following: - Higher dose combination chemotherapy. - Radiation therapy may also be given to the areas with cancer. - A clinical trial of targeted therapy and combination chemotherapy. Radiation therapy may also be given to the areas with cancer. Check the list of NCI-supported cancer clinical trials that are now accepting patients with stage III childhood Hodgkin lymphoma and stage IV childhood Hodgkin lymphoma. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website. Nodular Lymphocyte-Predominant Childhood Hodgkin Lymphoma Treatment of nodular lymphocyte-predominant childhood Hodgkin lymphoma may include the following: - Surgery, if the tumor can be completely removed. - Chemotherapy with or without low-dose external radiation therapy. Check the list of NCI-supported cancer clinical trials that are now accepting patients with childhood nodular lymphocyte predominant Hodgkin lymphoma. For more specific results, refine the search by using other search features, such as the location of the trial, the type of treatment, or the name of the drug. Talk with your child's doctor about clinical trials that may be right for your child. General information about clinical trials is available from the NCI website.",0.0,0.9628411893832413,0.9999999999666667,
What is the function of autolytic debridement?,"['by chemical or autolytic means.\n\no ―Sharp or surgical debridement‖ refers to removal of foreign material or devitalized tissue by a surgical instrument.\n\no ―Maggot debridement therapy (MDT)‖ or medicinal maggots refers to a type of sterile intentional biological larval or biosurgical debridement that\n\nuses disinfected (sterile) maggots to clean wounds by dissolving the dead', 'Debridement of non-viable tissue is frequently performed to reduce the amount of wound debris or non-viable tissue and to reduce the risk of sepsis. A variety of debridement\n\nmethods (e.g., mechanical, sharp or surgical, enzymatic, autolytic, MDT) are available.\n\nRemoval of necrotic tissue should enhance wound healing. Ongoing monitoring (and timely intervention in case of change in the character of the wound) is critical for areas', 'o ―Autolytic debridement‖ refers to the use of moisture retentive dressings to cover a wound and allow devitalized tissue to self-digest by the action\n\nof enzymes present in the wound fluids.\n\no ―Enzymatic (chemical) debridement‖ refers to the topical application of substances e.g., enzymes to break down devitalized tissue.\n\no ―Mechanical debridement‖ refers to the removal of foreign material and devitalized or contaminated tissue from a wound by physical rather than']",Autolytic debridement removes necrotic tissue by the action of enzymes present in the wound fluids.,It promotes the body’s own enzymes to break down necrotic tissue.,1.0,0.8937211930967638,0.9999999999666667,1.0
What is (are) adult-onset leukoencephalopathy with axonal spheroids and pigmented glia ?,"['Some evidence suggests that because it may be harder to identify erythema in an older adult with darkly pigmented skin, older individuals with darkly pigmented skin may be\n\nmore at risk for developing pressure ulcers.13, 14, 15, 16 It may be necessary, therefore, in a darker skinned individual to focus more on other evidence of pressure ulcer development,\n\nsuch as bogginess, induration, coolness, or increased warmth as well as signs of skin discoloration.', 'lack of appropriate footwear and environmental hazards as ing what is prioritised and acceptable to the adult living on\n\nfalls risk factors in LMIC. GRADE: 2C. with cognitive impairment, including attitudes to risks. 28', 'Onset of pruritus, in the absence of other signs.\n\nSubcutaneous migration of an adult worm: pruritic, palpable red cord-like linear lesion, sinuous, advancing (1 cm/hour), disappearing rapidly with no trace a . Such migration generally arises following treatment with\n\ndiethylcarbamazine, rarely spontaneously.']","Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia is a rare disorder characterized by the presence of axonal spheroids and pigmented glial cells in the brain. The most common feature of this condition is the appearance of axonal spheroids, which are small, round structures composed of abnormal protein that form under the influence of certain chemicals. These spheroids can cause swelling and damage to neurons, leading to progressive neurological deterioration. Other features of adult-onset leukoencephalopathy with axonal spheroids and pigmented glia include the appearance of pigmented glial cells, which are cells that have become covered in pigment and appear black or brownish-black. In some cases, these pigmented cells also contain abnormal proteins. The appearance of pigmented glial cells can lead to further damage to the brain tissue and contribute to the overall course of the disease.","Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP) is a neurological condition characterized by changes to certain areas of the brain. A hallmark of ALSP is leukoencephalopathy, which is the alteration of a type of brain tissue called white matter. White matter consists of nerve fibers (axons) covered by a substance called myelin that insulates and protects them. The axons extend from nerve cells (neurons) and transmit nerve impulses throughout the body. Areas of damage to this brain tissue (white matter lesions) can be seen with magnetic resonance imaging (MRI). Another feature of ALSP is swellings called spheroids in the axons of the brain, which are a sign of axon damage. Also common in ALSP are abnormally pigmented glial cells. Glial cells are specialized brain cells that protect and maintain neurons. Damage to myelin and neurons is thought to contribute to many of the neurological signs and symptoms in people with ALSP. Symptoms of ALSP usually begin in a person's forties and worsen over time. Personality changes, including depression and a loss of social inhibitions, are among the earliest symptoms of ALSP. Affected individuals may develop memory loss and loss of executive function, which is the ability to plan and implement actions and develop problem-solving strategies. Loss of this function impairs skills such as impulse control, self-monitoring, and focusing attention appropriately. Some people with ALSP have mild seizures, usually only when the condition begins. As ALSP progresses, it causes a severe decline in thinking and reasoning abilities (dementia). Over time, motor skills are affected, and people with ALSP may have difficulty walking. Many develop a pattern of movement abnormalities known as parkinsonism, which includes unusually slow movement (bradykinesia), involuntary trembling (tremor), and muscle stiffness (rigidity). The pattern of cognitive and motor problems are variable, even among individuals in the same family, although almost all affected individuals ultimately become unable to walk, speak, and care for themselves. ALSP was previously thought to be two separate conditions, hereditary diffuse leukoencephalopathy with spheroids (HDLS) and familial pigmentary orthochromatic leukodystrophy (POLD), both of which cause very similar white matter damage and cognitive and movement problems. POLD was thought to be distinguished by the presence of pigmented glial cells and an absence of spheroids; however, people with HDLS can have pigmented cells, too, and people with POLD can have spheroids. HDLS and POLD are now considered to be part of the same disease spectrum, which researchers have recommended calling ALSP.",0.0,0.9944880349882185,0.9999999999,
Why is deep breathing recommended before coughing up sputum?,"['These include haemoptysis (coughing up blood), spontaneous pneumothorax,\n\nbronchiectasis, lung fibrosis and lung abscess.', 'Breathlessness, cough with or without sputum (which may be rust coloured), fever, pleuritic chest pain, bronchial breathing, reduced chest movements,\n\nreduced breath sounds, tachypnoea, crackles, and percussion dullness.', 'Sputum for AAFB culture and sensitivity (before the start of treatment in those on treatment and suspected drug resistant TB).']",Deep breathing helps to clear the airway by increasing oxygen flow into the lungs.,It helps loosen and mobilize secretions in the airways.,0.5,0.6438949256713649,0.0,0.0
What are the common indications for IV therapy?,"['3. For speech-language pathology.\n\na. What did the facility do to improve auditory comprehension such as understanding common, functional words, concepts of time and place, and\n\nconversation?\n\nb. What did the facility do to improve speech production?\n\nc. What did the facility do to improve the expressive behavior such as the ability to name common, functional items?\n\n<!-- page: 500 -->', 'Closed reduction – Indications (these are not absolute indications)\n\n- Undisplaced fractures involving the dentate mandible, children in developing', '1. General. Each resident’s drug regimen must be free from unnecessary drugs. An unnecessary drug is any drug when used:\n\n(i) In excessive dose (including duplicate therapy); or\n\n(ii) For excessive duration; or\n\n(iii) Without adequate monitoring; or\n\n(iv) Without adequate indications for its use; or\n\n<!-- page: 339 -->\n\n(v) In the presence of adverse consequences which indicate the dose should be']","Common indications include fever, pain, infection, and bleeding disorders.","Fluid resuscitation, medication administration, and blood transfusions.",0.0,0.5696701289765783,0.0,0.0
How many people are affected by lymphedema-distichiasis syndrome ?,"['■ How many people are required to only a portion of the equipment operate the lift for lifting of a needed, it should be located in the\n\ntypical 200-pound person? areas where the needs are greatest.\n\n■ Does the lift activation device Employers should also establish\n\n(pendant) have remote capabilities? routine maintenance schedules to\n\n■ How many sizes and types of ensure that the equipment is in good slings are available? What type of working order.', '— Example: Item D0150H, Moving or Speaking So Slowly That Other People Could Have Noticed. Or the Opposite—Being So Fidgety or Restless That You Have\n\nBeen Moving Around a Lot More than Usual.\n\n○ You can simplify this item by asking: “How often are you having problems with moving or speaking so slowly that other people could have noticed?” (pause for\n\nresponse) “How often have you felt so fidgety or restless that you move around a', 'These vary from asymptomatic carrier states to severe debilitating and fatal disorders related to defective cell-mediated immunity. AIDS (acquired immune\n\ndeficiency syndrome) is the end stage of the spectrum of disease and is characterized by life threatening opportunistic infections and neoplasms. The\n\nmanifestations of HIV infection are many and present in all disciplines of medicine. Some of these are:']","The prevalence of LDS syndrome is unknown. However, studies suggest that it may occur more frequently in women who have had multiple pregnancies.","The prevalence of lymphedema-distichiasis syndrome is unknown. Because the extra eyelashes can be overlooked during a medical examination, researchers believe that some people with this condition may be misdiagnosed as having lymphedema only.",0.0,0.0,0.0,0.0
Why is skin temperature important in a vascular assessment?,"['affect risk of pressure ulcer development?\n\nWhat is normal skin temperature? Some investigators have examined how Surprisingly, there is limited information on changing local skin temperature affects the\n\nnormal skin temperature over anatomical sites impact of pressure on tissues. In an animal prone to pressure ulcer development. One key study, a known pressure (100mmHg) was', 'Several studies have investigated skin from prior studies (including that of Kokate temperature associated with early (Category/ et al28) that a 5°C reduction in skin–support\n\nStage 1) pressure damage. These found surface interface temperature would confer inconsistent changes in skin temperature of tissue protective effects similar in magnitude', 'microclimate control keeping immobile patients cool and dry, it is evidence defining optimal skin temperature and\n\nfeatures in preventing important to recognise that patients must still moisture levels, clinical judgement is required for\n\npressure ulcers. be turned and repositioned on these devices. effective and safe use.\n\n```text\n24 | INTERNATIONAL REVIEW: PRESSURE ULCER PREVENTION\n```\n\n<!-- page: 27 -->\n\nReferences 23. Howell TH. Skin temperature of bedsore areas in the aged. Exper']",The skin temperature of a patient's extremities can indicate whether they are at risk of developing pressure ulcers or other complications. A higher skin temperature may suggest that the patient has developed a pressure injury or another complication.,"Cold skin suggests decreased blood flow, while warm skin may indicate inflammation or infection.",0.5,0.658884993970288,0.5833333333041666,0.5
What causes Goodpasture Syndrome ?,"['impairment, decline in cognition is often the result of other factors such as delirium, another mental health issue and/or condition, a stroke, and/or dementia. Dementia is not a specific\n\ncondition but a syndrome that may be linked to several causes. According to the Diagnostic and Statistical Manual, Fourth Edition, Text Revision (DSM-IV-TR), the dementia syndrome is', '<!-- page: 620 -->\n\nCMS’s RAI Version 3.0 Manual CH 4: CAA Process and Care Planning\n\nAdditional evaluation is then required to identify whether the resident has delirium, dementia, or both; how current symptoms and patterns compare to their usual or previous baseline, whether\n\npotentially reversible causes are present, what else might be needed to identify underlying causes (including medical diagnoses and history), and what symptomatic and cause-specific', 'Avoid antiemetics.\n\nTreat non obstructive causes appropriately.\n\nInitiate rehydration according to degree of dehydration, using normal saline in the acute phase.\n\nArrange to transfer to surgical unit urgently all children suspected to have gastrointestinal obstruction and gastro-oesophageal reflux disease syndrome.']","The cause of GPs is unknown. It appears to occur more frequently in people with chronic lung diseases, particularly those with chronic obstructive pulmonary disease (COPD).","The causes of Goodpasture syndrome are not fully understood. People who smoke or use hair dyes appear to be at increased risk for this condition. Exposure to hydrocarbon fumes, metallic dust, and certain drugs, such as cocaine, may also raise a persons risk. Genetics may also play a part, as a small number of cases have been reported in more than one family member.",0.0,0.2404390147172161,0.0,0.0
What causes Chiari malformation type 1 ?,"['Whether staff is aware of what specific actions are required for each type of transmission-based precautions.\n\n<!-- page: 573 -->', '1) What type of incident occurred,\n\n2) Who is involved,\n\n3) What is the scope\n\nC. IT staff shall notify current software contractor who shall determine:\n\n1) Urgency,\n\n2) Impact thus far,\n\n<!-- page: 89 -->\n\n3) What can be done to contain incident,\n\n4) Are there other vulnerable or affected systems,\n\n5) Effects of the incident,\n\n6) Actions to be taken,\n\n7) Recommendations for proceeding,\n\n8) May perform analysis to identify the root cause of the incident.\n\nD. Threat/Vulnerability Eradication.', 'type and extent of genital injury.\n\nNutritional neglect: Must rule out all other causes of failure to thrive.']","Chiari malformation type 1 is a congenital condition that occurs when the cerebellum develops abnormally in the brain. The cerebellum is an important part of the brain that helps coordinate movement and maintain balance. In people with Chiari malformation type 1, the cerebellum may develop too large, which can interfere with normal development of other parts of the brain. This abnormality can also affect the function of certain muscles and nerves, leading to problems such as weakness or paralysis. Chiari malformation type 1 is usually diagnosed during infancy or early childhood, although it can occur at any age.","What causes Chiari malformation type 1? Primary or congenital Chiari malformations are caused by structural defects in the brain and spinal cord that occur during fetal development. The underlying cause of the structural defects are not completely understood, but may involve genetic mutations or lack of proper vitamins or nutrients in the maternal diet. Less frequently, Chiari malformation type 1 is acquired after birth. Causes of acquired Chiari malformation type 1 involve the excessive draining of spinal fluid from the lumbar or thoracic areas of the spine as a result of injury, exposure to harmful substances, or infection. Click here to view a diagram of the spine.",0.0,0.9999999999999024,0.0,0.0
How does inadequate leadership contribute to adverse events?,"['consequences.\n\nAdverse consequences related to medications are common enough to warrant serious attention and close monitoring. For example, a study reported that 338 (42%) of 815\n\nadverse drug events were judged preventable, and that common omissions included inadequate monitoring and either lack of response or a delayed response to signs,', 'effective use of medications.\n\nPreventable medication-related adverse consequences and events are a serious concern in nursing homes. Gurwitz and colleagues evaluated the incidence and preventability of adverse drug events\n\nin 18 nursing homes in Massachusetts noting that 51% of the adverse drug events were judged to be preventable including 171 (72%) of the 238 fatal, life threatening or serious events and 105', 'How does the sufficiency (numbers and categories) of nursing staff contribute to identified quality of care, resident rights, quality of life, or facility practices\n\nproblems?\n\n________________________________________________________________________']","Improper staffing can lead to errors in patient care, such as administering incorrect doses of medication or failing to monitor for side effects.","Inadequate leadership can contribute to adverse events by failing to support event reporting, neglecting staff concerns, allowing intimidation, and not implementing safety recommendations.",0.5,0.41149692859844494,0.0,0.0
What are high-touch surfaces in a hospital setting?,"['High touch surfaces in the environment are visibly soiled (i.e., contaminated) or have been cleaned and disinfected;\n\nSmall non-disposable equipment such as glucose meters, scissors, and thermometers are cleaned and appropriately disinfected after each use for', 'Preferably in a hospital “High Risk” clinic, levels 4–6.\n\nMonthly haemoglobin check.\n\n<!-- page: 513 -->', 'Administer one of the following benzodiazepines (BZD). The choice depends on the situation, i.e. if seizures occur\n\nin pre-hospital or hospital setting.\n\nIn any case, do not administer more than 2 doses of BZD.']","High touch surfaces in the environment are visibly soiled (i.e., contaminated) or have been cleaned and disinfected; Small non-disposable equipment such as glucose meters, scissors, and thermometers are cleaned and appropriately disinfected after each use for monthly haemoglobin check; Administer one of the following benzodiazepines (BZD). The choice depends on the situation, i.e. if seizures occur In any case, do not administer more than 2 doses of BZD.","Bed rails, doorknobs, light switches, and medical equipment that require frequent disinfection.",0.8571428571428571,0.5925148039310771,0.0,1.0
What should be done before removing the catheter?,"['The routine investigations listed below should be done before a diagnosis of PUO is made:', 'The following general principles should guide the management of congenital heart disease:\n\nParents should be counselled on what can and what cannot be done depending on the heart lesion.\n\nEvaluation and close follow up of affected children are vital for appropriate and effective management.\n\nThe majority of patients having mild CHD require no treatment. Such patients are expected to live normal lives and should not have any exercise restriction.', 'individuals with a long term indwelling catheter than in those without one. For suspected UTIs in a catheterized individual, the literature recommends removing the current\n\ncatheter and inserting a new one and obtaining a urine sample via the newly inserted']",Parents should be counseled on what can and cannot be done depending on the heart lesion.,Remove the securement device from the upper thigh.,0.3333333333333333,0.3465199104027989,0.0,0.42857142857142855
What is status epilepticus?,"['The following is recommended in stabilizing the child with status epilepticus:', 'i)Arrange for transport to emergency facility if status epilepticus, or if individual', '""febrile seizures"".\n\nA seizure lasting longer than 5 minutes or 2 or more seizures in 5 minutes without complete restoration of baseline\n\nconsciousness between seizures is defined as ""status epilepticus"" [1] [2] . Status epilepticus is a medical emergency\n\nrequiring immediate management. The longer a seizure lasts, the more difficult it is to stop, and the greater the risk\n\nfor permanent brain damage and death.']",Status epilepticus is a medical emergency that requires immediate management. Seizures last longer than 5 minutes or occur two or more times within five minutes without recovery of baseline consciousness.,A prolonged seizure lasting more than 5 minutes that requires emergency treatment.,1.0,0.9100218292395471,0.5833333333041666,1.0
What are the genetic changes related to chronic granulomatous disease ?,"['Recognizes when the resident is experiencing pain and identifies circumstances when pain can be anticipated;\n\nEvaluates the existing pain and the cause(s), and\n\nManages or prevents pain, consistent with the comprehensive assessment and plan of care, current clinical standards of practice, and the resident‘s goals and\n\npreferences.\n\nDefinitions Related to Recognition and Management of Pain\n\n―Addiction‖ is a primary, chronic, neurobiological disease, with genetic,', '- Chronic granulomatous hepatitis – steroids would be useful.\n\n- Recurrent small pulmonary thromboembolism.\n\n- Drug fever.\n\n- Liver cirrhosis. Habitual hyperthermia: Usually young adult female with imperfect thermoregulation.\n\n<!-- page: 145 -->', 'monitoring may be necessary when the resident experiences changes, such as:\n\no Acute onset of signs or symptoms or worsening of chronic disease;']","The genetic causes of chronic granulomatous hepatitis include mutations in the CD40 gene and the CD80 gene. The CD40 gene provides instructions for making an enzyme called CD40 ligand, which helps activate T cells. T cells are part of the immune system that fights off foreign invaders, such as viruses and bacteria. When activated, CD40 ligand binds to another protein on the surface of T cells, activating them. Activated T cells then help other immune cells recognize and destroy foreign invaders. Mutations in the CD40 gene prevent CD40 ligand from binding to its receptor on T cells. As a result, T cells do not recognize and attack foreign invaders. This leads to an overgrowth of these foreign invaders, causing chronic granulomatous hepatitis. The CD80 gene provides instructions for making another enzyme called CD80 ligand. CD80 ligand also helps activate T cells. However, this activation does not lead to the destruction of foreign invaders. Instead, it promotes the growth of these foreign invaders. In people with chronic granulomatous hepatitis, the overgrowth of these foreign invaders leads to inflammation.","Mutations in the CYBA, CYBB, NCF1, NCF2, or NCF4 gene can cause chronic granulomatous disease. There are five types of this condition that are distinguished by the gene that is involved. The proteins produced from the affected genes are parts (subunits) of an enzyme complex called NADPH oxidase, which plays an essential role in the immune system. Specifically, NADPH oxidase is primarily active in immune system cells called phagocytes. These cells catch and destroy foreign invaders such as bacteria and fungi. Within phagocytes, NADPH oxidase is involved in the production of a toxic molecule called superoxide. Superoxide is used to generate other toxic substances, which play a role in killing foreign invaders and preventing them from reproducing in the body and causing illness. NADPH oxidase is also thought to regulate the activity of immune cells called neutrophils. These cells play a role in adjusting the inflammatory response to optimize healing and reduce injury to the body. Mutations in the CYBA, CYBB, NCF1, NCF2, and NCF4 genes result in the production of proteins with little or no function or the production of no protein at all. Mutations in the genes that cause chronic granulomatous disease that prevent the production of any functional protein are designated ""0"". For example, mutations in the CYBB gene that lead to no functional beta chain are designated CYBB0. Mutations that lead to a reduction of the amount of protein produced are designated ""-"", for example, CYBB-. Without any one of its subunit proteins, NADPH oxidase cannot assemble or function properly. As a result, phagocytes are unable to kill foreign invaders and neutrophil activity is not regulated. A lack of NADPH oxidase leaves affected individuals vulnerable to many types of infection and excessive inflammation. Some people with chronic granulomatous disease do not have an identified mutation in any of these genes. The cause of the condition in these individuals is unknown.",,0.7417078313115965,0.9999999999666667,
