question,reference,prediction,rouge1,rouge2,rougeL,bleu
are there complications from botulism?,"Botulism can result in death due to respiratory failure. However, in the past 50 years the proportion of patients with botulism who die has fallen from about 50% to 3-5%. A patient with severe botulism may require a breathing machine as well as intensive medical and nursing care for several months, and some patients die from infections or other problems related to remaining paralyzed for weeks or months. Patients who survive an episode of botulism poisoning may have fatigue and shortness of breath for years and long-term therapy may be needed to aid recovery.","Yes, it can cause severe neurological damage if not treated promptly.",0.0374,0.0,0.0374,0.0
What should be done if a patient misses a dose of tetracycline?,Take it as soon as possible unless it is close to the next dose; do not double up.,"Take it as soon as remembered, but do not double doses.",0.6207,0.4444,0.5517,0.0
What is a scar?,A scar is collagen-rich skin formed during the wound healing process.,A scar is an abnormal area of tissue that remains after surgery or injury.,0.2308,0.1667,0.2308,0.0
What dietary recommendations help prevent pressure injuries?,"A balanced diet rich in protein, fluids, and essential nutrients to promote skin integrity and healing.","A diet rich in protein, vitamins, and calcium helps maintain skin elasticity and strength.",0.5333,0.2143,0.5333,0.0
How many people are affected by myoclonic epilepsy myopathy sensory ataxia ?,The prevalence of myoclonic epilepsy myopathy sensory ataxia is unknown.,"The prevalence of myoclonic epilepsy myopathy sensory ataxia is unknown. This condition has been reported to occur in 1 in 200,000 individuals worldwide.",0.5882,0.5625,0.5882,0.0
How should the stoma be cleaned?,"Using sterile gauze and saline, wiping in a circular motion outward from the stoma.",Using a sterile swab to remove excess secretions from the stoma site.,0.4615,0.1667,0.3846,0.0
"What is (are) autoimmune polyglandular syndrome, type 1 ?","Autoimmune polyglandular syndrome, type 1 is an inherited condition that affects many of the body's organs. It is one of many autoimmune diseases, which are disorders that occur when the immune system malfunctions and attacks the body's tissues and organs by mistake. In most cases, the signs and symptoms of autoimmune polyglandular syndrome, type 1 begin in childhood or adolescence. This condition is characterized by three specific features: mucocutaneous candidiasis, hypoparathyroidism, and Addison disease. Affected individuals typically have at least two of these features, and many have all three. Mucocutaneous candidiasis is a fungal infection that affects the skin and mucous membranes, such as the moist lining of the nose and mouth. In children with autoimmune polyglandular syndrome, type 1, these infections last a long time and tend to recur. Many affected children also develop hypoparathyroidism, which is a malfunction of the parathyroid glands. These glands secrete a hormone that regulates the body's use of calcium and phosphorus. Hypoparathyroidism can cause a tingling sensation in the lips, fingers, and toes; muscle pain and cramping; weakness; and fatigue. The third major feature, Addison disease, results from a malfunction of the small hormone-producing glands on top of each kidney (adrenal glands). The main features of Addison disease include fatigue, muscle weakness, loss of appetite, weight loss, low blood pressure, and changes in skin coloring. Autoimmune polyglandular syndrome, type 1 can cause a variety of additional signs and symptoms, although they occur less often. Complications of this disorder can affect the skin and nails, the gonads (ovaries and testicles), the eyes, a butterfly-shaped gland at the base of the neck called the thyroid, and the digestive system. Type 1 diabetes also occurs in some patients with this condition.","Autoimmune polyglandular syndrome, type 1 (APG-1), also known as ADAMTS1, is an inherited disorder that affects many parts of the body. Affected individuals have multiple autoimmune disorders, which means they develop antibodies to their own tissues and organs. The most common symptoms include arthritis, joint pain, skin rashes, and heart problems. Other features may include diabetes, kidney disease, and liver damage. APG-1 is caused by mutations in the ADAMTS1 gene and is inherited in an autosomal recessive manner. Treatment depends on the signs and symptoms present in each person.",0.3045,0.1003,0.189,0.0
What is the Mini-Nutritional Assessment Short-Form used for?,It screens older adults for malnutrition or risk of malnutrition.,"It assesses nutritional status by asking about food intake, weight, height, and body mass index (BMI).",0.0769,0.0,0.0769,0.0
What are the symptoms of Tetra-amelia syndrome ?,"What are the signs and symptoms of Tetra-amelia syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Tetra-amelia syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the outer ear 90% Amelia 90% Aplasia/Hypoplasia involving the nose 90% Aplasia/Hypoplasia of the lungs 90% Hydrocephalus 90% Oral cleft 90% Polyhydramnios 90% Abnormal lung lobation 50% Abnormal vertebral ossification 50% Abnormality of the larynx 50% Abnormality of the ribs 50% Abnormality of the sense of smell 50% Aplasia/Hypoplasia of the corpus callosum 50% Aplasia/Hypoplasia of the nipples 50% Cataract 50% Cryptorchidism 50% Iris coloboma 50% Microcornea 50% Multicystic kidney dysplasia 50% Narrow mouth 50% Optic atrophy 50% Septo-optic dysplasia 50% Tracheal stenosis 50% Urogenital fistula 50% Abnormality of the diaphragm - Absent external genitalia - Adrenal gland agenesis - Anal atresia - Asplenia - Autosomal recessive inheritance - Choanal atresia - Cleft palate - Cleft upper lip - Gastroschisis - Heterogeneous - Hypoplasia of the fallopian tube - Hypoplastic pelvis - Low-set ears - Microphthalmia - Peripheral pulmonary vessel aplasia - Pulmonary hypoplasia - Renal agenesis - Single naris - Single umbilical artery - Tetraamelia - Urethral atresia - Vaginal atresia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Tetra-amelia syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Tetra-amelia syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eyelashes 90% Abnormality of the fingernails 90% Abnormality of the toenails 90% Aplasia/Hypoplasia affecting the eye 90% Aplasia/Hypoplasia of the iris 90% Cataract 90% Cognitive impairment 90% Delayed skeletal maturation 90% Depressed nasal bridge 90% Dysarthria 90% Hypertelorism 90% Incoordination 90% Low-set, posteriorly rotated ears 90% Microcephaly 90% Narrow mouth 90% Prominent supraorbital ridges 90% Short stature 90% Strabismus 90% Talipes 9",0.3938,0.3405,0.3587,0.0
How can a nurse reduce patient discomfort during tracheostomy care?,"By explaining the procedure, using gentle movements, and providing oxygen as needed.",By using non-invasive methods like suctioning instead of inserting tubes.,0.1739,0.0,0.1739,0.0
What are the effects of untreated hypercapnia?,"Respiratory arrest, worsening sedation, and cardiovascular instability.","It can cause respiratory distress, hypoxia, and organ damage.",0.25,0.0,0.25,0.0
How should an unresponsive patient be assessed?,"Check ABCs (Airway, Breathing, Circulation), perform a GCS, and assess for reflexes.","Assess for respiratory distress, skin color, pulse rate, and consciousness level.",0.2609,0.0952,0.1739,0.0
What is the duration of action for intermediate-acting insulin?,It lasts up to 24 hours.,12 hours,0.25,0.0,0.25,0.0
What is (are) Kidney Failure: Eat Right to Feel Right on Hemodialysis ?,"Before you were on dialysis, your doctor may have told you to follow a low-protein diet. Being on dialysis changes this. Most people on dialysis are encouraged to eat as much high-quality protein as they can. Protein helps you keep muscle and repair tissue. The better nourished you are, the healthier you will be. You will also have greater resistance to infection and recover from surgery more quickly. Your body breaks protein down into a waste product called urea. If urea builds up in your blood, it's a sign you have become very sick. Eating mostly high-quality proteins is important because they produce less waste than others. High-quality proteins come from meat, fish, poultry, and eggs (especially egg whites). Talk With a Dietitian Meat, fish, and chicken are good sources of protein. Talk with a dietitian about the meats you eat. I will eat ______ servings of meat each day. A regular serving size is 3 ounces. This is about the size of the palm of your hand or a deck of cards. Try to choose lean (low-fat) meats that are also low in phosphorus. If you are a vegetarian, ask about other ways to get your protein. Low-fat milk is a good source of protein. But milk is high in phosphorus and potassium. And milk adds to your fluid intake. Talk with a dietitian to see if milk fits into your food plan. I (will) (will not) drink milk. I will drink ______ cup(s) of milk a day.","- Eating right can help you feel better while on hemodialysis. - You should eat foods that are low in sodium, cholesterol, phosphorus, potassium, calcium, and vitamin B12. - You should also eat foods that are high in protein, fiber, vitamins A and C, and iron. - If you have kidney failure, your dietitian may recommend a special diet plan. - Some people need to follow a strict diet plan for hemodialysis. - Follow the meal plans of other patients who have had hemodialysis. - Talk with your doctor about how to make sure you get enough nutrients from food. - Ask your dietitian if you can take some of your favorite foods into the hospital. - Learn more about eating right on hemodialysis.",0.3514,0.0598,0.1514,0.0
What is a second-generation antipsychotic example?,Risperidone.,Haloperidol (Haldax) is an example of a second-generation antipsychotic.,0.0,0.0,0.0,0.0
What is (are) Neurocutaneous melanosis ?,"Neurocutaneous melanosis (NCM) is a rare, non-inherited condition of the central nervous system. It is characterized by melanocytic nevi in both the skin and the brain. Two-thirds of people with NCM have giant congenital melanocytic nevi, and the remaining one-third have numerous lesions but no giant lesions. Most patients present with neurological features early in life, which can be secondary to intracranial hemorrhages (bleeding in the brain), impairment of cerebrospinal fluid circulation (fluid around the brain and spinal cord), and/or malignant transformation of the melanocytes. The prognosis of patients with symptomatic neurocutaneous melanosis is extremely poor, even in the absence of malignancy. Chemotherapy has been ineffective in the few patients in whom it has been tried.","Neurocutaneous melanosis is a rare condition characterized by the presence of multiple small, dark-colored spots on the skin that resemble cutaneous melanomas. These spots may occur anywhere on the body but most often appear on the face, neck, hands, feet, and trunk. The spots usually begin as small, red bumps that gradually enlarge over time. They can also become painful and itchy. In some cases, the spots may cause discomfort when touched or pressed. Neurocutaneous melanosis is caused by mutations in the KRT13 gene and is inherited in an autosomal dominant manner. Treatment options depend on the severity of the condition and its signs and symptoms.",0.3172,0.08,0.2115,0.0
How does active listening differ from passive listening?,"Active listening includes verifying understanding, while passive listening assumes comprehension without verification.",Active listening involves asking questions to clarify understanding while also providing feedback on nonverbal cues.,0.2963,0.16,0.2963,0.0
What is the chemical difference between norepinephrine and epinephrine?,Epinephrine has an additional methyl group (-CH3),Norepinephrine has a stronger effect on heart rate and blood pressure,0.1111,0.0,0.1111,0.0
Where are common sites for subcutaneous injections?,"Anterior thighs, abdomen","Armpits, groin, abdomen, and buttocks.",0.25,0.0,0.25,0.0
What is the name of the American Nurses Association’s tool for CAUTI prevention?,Streamlined Evidence-Based RN Tool: Catheter Associated Urinary Tract Infection (CAUTI) Prevention.,The National Prevention Program (NPP),0.1176,0.0,0.1176,0.0
What should be done if an adventitious lung sound is heard?,"Document the finding, compare bilaterally, and notify the provider if necessary.",Assess for airway obstruction and notify the provider immediately.,0.4,0.3333,0.4,0.0
Who is at risk for Respiratory Failure? ?,"People who have diseases or conditions that affect the muscles, nerves, bones, or tissues that support breathing are at risk for respiratory failure. People who have lung diseases or conditions also are at risk for respiratory failure. For more information, go to ""What Causes Respiratory Failure?""","The most common cause of respiratory failure is chronic obstructive pulmonary disease (COPD). COPD is a lung disease that causes airflow to become blocked by mucus (a sticky substance) and scar tissue. The lungs can't clear the airways of this mucus and scarring. COPD also makes it hard for the body to remove carbon dioxide from the blood. COPD is a serious condition that requires treatment. It's not curable, but treatments can help control symptoms and improve quality of life.",0.2188,0.0476,0.125,0.0
What are the genetic changes related to nonsyndromic paraganglioma ?,"The VHL, RET, SDHB, and SDHD genes can be mutated in both syndromic and nonsyndromic forms of paraganglioma and pheochromocytoma. Mutations in at least three additional genes, TMEM127, SDHA, and KIF1B, have been identified in people with the nonsyndromic form of these conditions. Gene mutations increase the risk of developing paraganglioma or pheochromocytoma by affecting control of cell growth and division. Mutations in the VHL, SDHA, SDHB, and SDHD genes increase the risk of developing nonsyndromic paraganglioma or pheochromocytoma. The protein produced from the VHL gene helps break down other, unneeded proteins, including a protein called HIF that stimulates cell division and blood vessel formation under certain cellular conditions. The proteins produced from the SDHA, SHDB, and SDHD genes are each pieces (subunits) of an enzyme that is important for energy production in the cell. This enzyme also plays a role in the breakdown of the HIF protein. Mutations in the VHL, SDHA, SDHB, and SDHD genes stabilize the HIF protein, causing it to build up in cells. Excess HIF protein stimulates cells to divide and triggers the production of blood vessels when they are not needed. Rapid and uncontrolled cell division, along with the formation of new blood vessels, can lead to the development of tumors. Mutations in the RET gene have been found in nonsyndromic pheochromocytoma in addition to a pheochromocytoma-predisposing syndrome. The protein produced from the RET gene is involved in signaling within cells that can stimulate cell division or maturation. Mutations in the RET gene overactivate the protein's signaling function, which can trigger cell growth and division in the absence of signals from outside the cell. This unchecked cell division can lead to the formation of tumors in the adrenal glands. Mutations in the TMEM127 gene have been identified most commonly in people with nonsyndromic pheochromocytoma and are rarely seen in people with other paraganglioma. The TMEM127 protein normally controls a signaling pathway that induces cell growth and survival. Studies suggest that mutations in the TMEM127 gene lead to abnormal activation of cell growth, which may cause tumor formation. Mutations in the KIF1B gene have been reported in nonsyndromic pheochromocytoma. Studies suggest that these mutations impair the function of the KIF1B protein, which normally triggers cells to self-destruct in a process called apoptosis. When apoptosis is impaired, cells grow and divide too quickly or in an uncontrolled way, potentially leading to tumor formation. Many people with nonsyndromic paraganglioma or pheochromocytoma do not have a mutation in any of the genes associated with the conditions. It is likely that other, unidentified genes also predispose to development of paraganglioma or pheochromocytoma.","Mutations in the PAX6 gene cause nonsyndromic paragangliomas. The PAX6 gene provides instructions for making a protein called paraganglioma-associated protein 6 (Pax6). This protein is found primarily in cells of the nervous system, including those that control body temperature (the thermoregulatory center) and the sense of smell (olfactory neurons). Pax6 plays an important role in the development of these structures during early embryonic development. Mutations in the PAX6 gene disrupt the production of functional Pax6 proteins, which likely leads to the formation of abnormal paragangliomas. It is unclear how mutations in this gene lead to the other features of nonsyndromic paragangliomas.",0.2677,0.1045,0.171,0.0
what research (or clinical trials) is being done for Trigeminal Neuralgia ?,"Within the NINDS research programs, trigeminal neuralgia is addressed primarily through studies associated with pain research. NINDS vigorously pursues a research program seeking new treatments for pain and nerve damage with the ultimate goal of reversing debilitating conditions such as trigeminal neuralgia. NINDS has notified research investigators that it is seeking grant applications both in basic and clinical pain research.","The NINDS supports research on trigeminal neuralgia by funding scientists who study the disease's causes, its progression, and ways to treat it. The National Institute of Neurological Disorders and Stroke (NINDS), part of the National Institutes of Health (NIH), conducts research related to trigeminal neuralgia at its laboratories at the NIH in Bethesda, Maryland. The NINDS also supports research on the genetics of trigeminal neuralgia.",0.2857,0.0484,0.2063,0.0
What is (are) Pituitary Tumors ?,"The pituitary is a small, bean-sized gland that is below the hypothalamus, a structure at the base of the brain, by a thread-like stalk that contains both blood vessels and nerves. It controls a system of hormones in the body that regulate growth, metabolism, the stress response, and functions of the sex organs via the thyroid gland, adrenal gland, ovaries, and testes. A pituitary tumor is an abnormal growth of cells within the pituitary gland. Most pituitary tumors are benign, which means they are non-cancerous, grow slowly and do not spread to other parts of the body; however they can make the pituitary gland produce either too many or too few hormones, which can cause problems in the body. Tumors that make hormones are called functioning tumors, and they can cause a wide array of symptoms depending upon the hormone affected. Tumors that dont make hormones are called non-functioning tumors. Their symptoms are directly related to their growth in size and include headaches, vision problems, nausea, and vomiting. Diseases related to hormone abnormalities include Cushings disease, in which fat builds up in the face, back and chest, and the arms and legs become very thin; and acromegaly, a condition in which the hands, feet, and face are larger than normal. Pituitary hormones that impact the sex hormones, such as estrogen and testosterone, can make a woman produce breast milk even though she is not pregnant or nursing, or cause a man to lose his sex drive or lower his sperm count. Pituitary tumors often go undiagnosed because their symptoms resemble those of so many other more common diseases.","The pituitary gland is an endocrine gland that produces hormones. These hormones help regulate many of the body's functions, including growth, metabolism, sexual development, and reproduction. The pituitary gland is located just below the thyroid gland at the base of the neck. It is about 2 inches long from front to back and 1 inch wide across its bottom. The pituitary gland has two main parts: the anterior lobe and the posterior lobe. The anterior lobe is on the left side of the brain, while the posterior lobe is on the right side. The pituitary gland makes several hormones, including - Growth hormone - Thyroid-stimulating hormone - Follicle-stimulating hormone - Gonadotropin - Adrenocorticotropin - Antidiuretic hormone - Insulin - Prolactin - Somatostatin - ACTH - Growth hormone-releasing hormone - Thyrotropin - Follicle-stimulating hormone-releasing hormone - Gonadotropin-releasing hormone - Adrenocorticotropic hormone - Antidiuretic hormone-releasing hormone - Insulin-releasing hormone - Prolactin-releasing hormone - Somatostatin-releasing hormone - Growth hormone-re",0.3143,0.1005,0.1619,0.0
How does aldosterone affect potassium levels?,It increases potassium excretion.,It increases potassium retention by promoting sodium excretion.,0.6667,0.4,0.6667,0.0
What are the genetic changes related to congenital insensitivity to pain ?,"Mutations in the SCN9A gene cause congenital insensitivity to pain. The SCN9A gene provides instructions for making one part (the alpha subunit) of a sodium channel called NaV1.7. Sodium channels transport positively charged sodium atoms (sodium ions) into cells and play a key role in a cell's ability to generate and transmit electrical signals. NaV1.7 sodium channels are found in nerve cells called nociceptors that transmit pain signals to the spinal cord and brain. The NaV1.7 channel is also found in olfactory sensory neurons, which are nerve cells in the nasal cavity that transmit smell-related signals to the brain. The SCN9A gene mutations that cause congenital insensitivity to pain result in the production of nonfunctional alpha subunits that cannot be incorporated into NaV1.7 channels. As a result, the channels cannot be formed. The absence of NaV1.7 channels impairs the transmission of pain signals from the site of injury to the brain, causing those affected to be insensitive to pain. Loss of this channel in olfactory sensory neurons likely impairs the transmission of smell-related signals to the brain, leading to anosmia.","Mutations in the COL1A1 gene cause congenital insensitivity to pain. The COL1A1 gene provides instructions for making a protein called type I collagen. This protein is found throughout the body in connective tissues such as skin, bone, and muscle. Type I collagen helps connect different parts of the body together (connectivity). It also plays an important role in the formation of blood vessels and other structures that support growth and development. Mutations in the COL1A1 gene disrupt the normal function of type I collagen. Without this protein, the connections between cells may not form properly, which can lead to abnormal cell growth and division (cellular degeneration) and tissue breakdown (aplasia). A buildup of cellular debris within the body's tissues causes the signs and symptoms of congenital insensitivity to pain.",0.3774,0.1203,0.239,0.0
What are the symptoms of Bare lymphocyte syndrome 2 ?,"What are the signs and symptoms of Bare lymphocyte syndrome 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Bare lymphocyte syndrome 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Agammaglobulinemia - Autosomal dominant inheritance - Autosomal recessive inheritance - Biliary tract abnormality - Chronic lymphocytic meningitis - Chronic mucocutaneous candidiasis - Colitis - Cutaneous anergy - Encephalitis - Failure to thrive - Malabsorption - Neutropenia - Panhypogammaglobulinemia - Protracted diarrhea - Recurrent bacterial infections - Recurrent fungal infections - Recurrent lower respiratory tract infections - Recurrent protozoan infections - Recurrent upper respiratory tract infections - Recurrent urinary tract infections - Recurrent viral infections - Villous atrophy - Viral hepatitis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Bare lymphocyte syndrome 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Bare lymphocyte syndrome 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the fingernails 90% Abnormality of the toenails 90% Aplasia/Hypoplasia affecting the skin 90% Autosomal dominant inheritance - Bifid scrotum - Cleft palate - Cutaneous photosensitivity - Delayed eruption of teeth - Depressed nasal bridge - Ectopic anus - Epicanthus inversus - Flat face - High forehead - Hypertelorism - Hypoplastic penis - Inguinal hernia - Long philtrum - Low-set ears - Narrow mouth - Prominent supraorbital ridges - Recurrent respiratory infections - Short nose - Short stature - Strabismus - Talipes equinovarus - Thickened skin - Wide mouth - The Human Phenotype Ontology (HPO) has collected information on",0.4394,0.3862,0.4073,0.0
What is (are) Wilson Disease ?,"Wilson disease is a genetic disease that prevents the body from removing extra copper. The body needs a small amount of copper from food to stay healthy; however, too much copper is poisonous. Normally, the liver filters extra copper and releases it into bile. Bile is a fluid made by the liver that carries toxins and wastes out of the body through the gastrointestinal tract. In Wilson disease, the liver does not filter copper correctly and copper builds up in the liver, brain, eyes, and other organs. Over time, high copper levels can cause life-threatening organ damage.","Wilson disease is an inherited disorder that causes the body to build up too much copper. Copper is found in many organs and tissues throughout the body. The liver is the main organ where excess copper builds up. In people with Wilson disease, the copper builds up in the liver, spleen, kidneys, and other organs. The buildup of copper can cause serious health problems if not treated. Wilson disease is caused by mutations in the CYP1A2 gene. It is inherited in an autosomal recessive manner. Treatment depends on the severity of symptoms. NIH: National Institute of Diabetes and Digestive and Kidney Diseases",0.47,0.1919,0.32,0.0
Is carnitine palmitoyltransferase II deficiency inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",1.0,1.0,1.0,0.0
What are the symptoms of Charcot-Marie-Tooth disease type 2F ?,"What are the signs and symptoms of Charcot-Marie-Tooth disease type 2F? The subtypes of Charcot-Marie-Tooth type 2, including type 2F, have similar signs and symptoms. Affected individuals usually become symptomatic between the ages of 5 and 25, though onset can range from infancy to after the third decade of life. The most common first symptom is weakness of the feet and ankles, followed by slowly progressive weakness and atrophy of distal muscles in the feet and/or hands. Individuals often have decreased tendon reflexes and mild or no sensory loss. Adults with CMT2 often have bilateral foot drop, symmetric atrophy of muscles below the knee (stork leg appearance) and absent tendon reflexes in the legs. Mild sensory deficits of position, vibration, pain or temperature may occur in the feet, or sensation may be intact. Pain (especially in the feet) is reported by about 20%-40% of affected individuals. Other features that may be associated with CMT2 in a few individuals include hearing impairment; vocal cord or phrenic nerve involvement (which may result in difficulty with speech or breathing); restless legs; and sleep apnea. CMT2 is progressive over many years, but affected individuals often experience long periods without obvious progression. In some individuals, the condition may be so mild that it goes unrecognized. Affected individuals have a normal life span. The Human Phenotype Ontology provides the following list of signs and symptoms for Charcot-Marie-Tooth disease type 2F. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Areflexia - Autosomal dominant inheritance - Chronic axonal neuropathy - Decreased motor nerve conduction velocity - Distal amyotrophy - Distal muscle weakness - Distal sensory impairment - Fasciculations - Foot dorsiflexor weakness - Hyporeflexia - Muscle cramps - Pes cavus - Steppage gait - Ulnar claw - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Charcot-Marie-Tooth disease type 2F? The Human Phenotype Ontology provides the following list of signs and symptoms for Charcot-Marie-Tooth disease type 2F. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the Achilles tendon - Autosomal dominant inheritance - Cerebellar atrophy - Decreased nerve conduction velocity - Distal muscle weakness - Distal sensory impairment - Dysarthria - Dysmetria - Dysphagia - Episodic myalgia - Flaccid paralysis - Gait disturbance - Hyperreflexia - Hyporeflexia - Incoordination - Limb ataxia - Motor delay - Muscle weakness - Myoclonus - Nystagmus - Oligosplenomegaly - Pes cavus - Progressive peripheral neuropathy - Recurrent upper motor neuron myelitis - Seizures - Spastic quadriplegia - Tetraplegia - Tremor - The Human Phenotype Ontology (HPO)",0.3524,0.3011,0.323,0.0
What are the risks of self-medicating with antibiotics?,"It can lead to resistance, allergic reactions, and ineffective treatment of infections.",Risk of developing antibiotic resistance and causing infections to spread.,0.4545,0.0,0.2727,0.0
What are the treatments for ethylmalonic encephalopathy ?,These resources address the diagnosis or management of ethylmalonic encephalopathy: - Baby's First Test - Genetic Testing Registry: Ethylmalonic encephalopathy - MedlinePlus Encyclopedia: Skin discoloration - bluish These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,These resources address the diagnosis or management of ethylmalonic encephalopathy: - Gene Review: Gene Review: Ethylmalonic Encephalopathy - Genetic Testing Registry: Ethylmalonic encephalopathy These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,0.8454,0.8,0.8454,0.0
Why should the patient breathe through their mouth when using a nebulizer?,To ensure the medication reaches the lungs effectively.,To prevent choking and ensure proper medication delivery.,0.375,0.0,0.375,0.0
What dietary restrictions are common among Buddhist patients?,Many Buddhists follow a strict vegetarian diet and avoid medications derived from animals.,Buddhists often avoid gluten-containing foods due to religious beliefs.,0.1739,0.0,0.1739,0.0
What is (are) Congenital bilateral absence of the vas deferens ?,"Congenital bilateral absence of the vas deferens (CBAVD) occurs in males when the tubes that carry sperm out of the testes (vas deferens) fail to develop properly. Although the testes usually develop and function normally, sperm cannot be transported through the vas deferens to become part of semen. As a result, men with this condition are unable to father children (infertile) unless they use assisted reproductive technologies. This condition has not been reported to affect sex drive or sexual performance. This condition can occur alone or as a sign of cystic fibrosis, an inherited disease of the mucus glands. Many men with CBAVD do not have the other characteristic features of cystic fibrosis; however, some men with this condition may experience mild respiratory or digestive problems.","Congenital bilateral absence of the vas deferens (CBAVD) is a condition that affects male fertility. The term ""absence"" refers to the absence of any sperm-producing tissue within the testicles. In most cases, CAVBD occurs as an isolated finding during prenatal testing for chromosomal abnormalities. However, it can also occur with other conditions such as Turner syndrome, Klinefelter syndrome, and Down syndrome. The signs and symptoms of CAVBD vary widely among affected individuals. Affected males may have no symptoms at all; they may experience infertility due to reduced sperm production; or they may develop benign cysts on the scrotum. Some men with CAVBD have mild symptoms including pain or swelling around the testicle, which may be caused by inflammation. Other men may have more severe symptoms, including pain, swelling, and difficulty achieving pregnancy.",0.4093,0.0778,0.2162,0.0
What is (are) Heart Failure ?,More detailed information on heart failure is available at http://www.nhlbi.nih.gov/health/dci,"Heart failure is a condition that makes it hard for your heart to pump blood effectively. It can cause shortness of breath, fatigue, and other symptoms. The most common type of heart failure is called congestive heart failure. Congestive heart failure happens when the heart cannot pump enough blood to meet the body's needs. This causes fluid to build up in the body. Fluid buildup can lead to swelling, such as ankles, feet, legs, and abdomen. Other signs and symptoms of heart failure include - Feeling tired all the time - Being very thirsty - Having no clear reason why you feel tired - Not being able to exercise comfortably - Trouble breathing - Chest pain - Fatigue - Weight loss - A cough that doesn't go away - Shortness of breath - Trouble sleeping - Trouble thinking clearly - Trouble controlling your bladder",0.0403,0.0272,0.0403,0.0
Why do antibiotics not always help with otitis externa?,"Otitis externa is often caused by a fungal or viral infection, which antibiotics do not treat.",They may not work if the infection is caused by bacteria that cannot be killed by antibiotics.,0.3636,0.0645,0.2424,0.0
Why is it important to confirm patient ID before wound assessment?,To prevent errors and ensure the correct patient receives the appropriate care.,To ensure the correct patient receives treatment based on their unique condition.,0.5,0.3636,0.5,0.0
