question,reference,prediction,rouge1,rouge2,rougeL,bleu
"What is (are) autoimmune polyglandular syndrome, type 1 ?","Autoimmune polyglandular syndrome, type 1 is an inherited condition that affects many of the body's organs. It is one of many autoimmune diseases, which are disorders that occur when the immune system malfunctions and attacks the body's tissues and organs by mistake. In most cases, the signs and symptoms of autoimmune polyglandular syndrome, type 1 begin in childhood or adolescence. This condition is characterized by three specific features: mucocutaneous candidiasis, hypoparathyroidism, and Addison disease. Affected individuals typically have at least two of these features, and many have all three. Mucocutaneous candidiasis is a fungal infection that affects the skin and mucous membranes, such as the moist lining of the nose and mouth. In children with autoimmune polyglandular syndrome, type 1, these infections last a long time and tend to recur. Many affected children also develop hypoparathyroidism, which is a malfunction of the parathyroid glands. These glands secrete a hormone that regulates the body's use of calcium and phosphorus. Hypoparathyroidism can cause a tingling sensation in the lips, fingers, and toes; muscle pain and cramping; weakness; and fatigue. The third major feature, Addison disease, results from a malfunction of the small hormone-producing glands on top of each kidney (adrenal glands). The main features of Addison disease include fatigue, muscle weakness, loss of appetite, weight loss, low blood pressure, and changes in skin coloring. Autoimmune polyglandular syndrome, type 1 can cause a variety of additional signs and symptoms, although they occur less often. Complications of this disorder can affect the skin and nails, the gonads (ovaries and testicles), the eyes, a butterfly-shaped gland at the base of the neck called the thyroid, and the digestive system. Type 1 diabetes also occurs in some patients with this condition.","Autoimmune polyglandular syndrome, type 1 (APS-1) is a disorder that causes the immune system to attack the body's own tissues and organs. APS-1 is characterized by the combination of autoimmune thyroid disease (such as Graves disease or Hashimoto thyroiditis), Addison disease (a condition that affects the adrenal glands), and type 1 diabetes mellitus. APS-1 is also associated with other autoimmune disorders, including alopecia areata (a condition that causes hair loss), vitiligo (a condition that causes loss of skin color), and primary adrenal insufficiency (a condition that affects the adrenal glands). APS-1 is caused by mutations in the AIRE gene and is inherited in an autosomal recessive manner. Treatment is based on the signs and symptoms present in each person.",0.43,0.1602,0.2415,0.0
What is the Mini-Nutritional Assessment Short-Form used for?,It screens older adults for malnutrition or risk of malnutrition.,It is a tool used to assess nutritional status in older adults.,0.2727,0.1,0.2727,0.0
What are the symptoms of Tetra-amelia syndrome ?,"What are the signs and symptoms of Tetra-amelia syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Tetra-amelia syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the outer ear 90% Amelia 90% Aplasia/Hypoplasia involving the nose 90% Aplasia/Hypoplasia of the lungs 90% Hydrocephalus 90% Oral cleft 90% Polyhydramnios 90% Abnormal lung lobation 50% Abnormal vertebral ossification 50% Abnormality of the larynx 50% Abnormality of the ribs 50% Abnormality of the sense of smell 50% Aplasia/Hypoplasia of the corpus callosum 50% Aplasia/Hypoplasia of the nipples 50% Cataract 50% Cryptorchidism 50% Iris coloboma 50% Microcornea 50% Multicystic kidney dysplasia 50% Narrow mouth 50% Optic atrophy 50% Septo-optic dysplasia 50% Tracheal stenosis 50% Urogenital fistula 50% Abnormality of the diaphragm - Absent external genitalia - Adrenal gland agenesis - Anal atresia - Asplenia - Autosomal recessive inheritance - Choanal atresia - Cleft palate - Cleft upper lip - Gastroschisis - Heterogeneous - Hypoplasia of the fallopian tube - Hypoplastic pelvis - Low-set ears - Microphthalmia - Peripheral pulmonary vessel aplasia - Pulmonary hypoplasia - Renal agenesis - Single naris - Single umbilical artery - Tetraamelia - Urethral atresia - Vaginal atresia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Tetra-amelia syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Tetra-amelia syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the clavicle 90% Abnormality of the ribs 90% Abnormality of the vertebrae 90% Aplasia/Hypoplasia of the radius 90% Aplasia/Hypoplasia of the ulna 90% Aplasia/Hypoplasia of the thumb 90% Aplasia/Hypoplasia of the wrist 90% Brachydactyly syndrome 90% Clinodactyly of the 5th finger 90% Cognitive impairment 90% Cryptorchidism 90% Cutaneous finger syndactyly",0.4271,0.3768,0.3952,0.0
How can a nurse reduce patient discomfort during tracheostomy care?,"By explaining the procedure, using gentle movements, and providing oxygen as needed.","By using a gentle approach, explaining the procedure, and ensuring patient comfort.",0.5833,0.1818,0.4167,0.0
What are the effects of untreated hypercapnia?,"Respiratory arrest, worsening sedation, and cardiovascular instability.","Brain damage, confusion, and respiratory failure.",0.3077,0.0,0.1538,0.0
How should an unresponsive patient be assessed?,"Check ABCs (Airway, Breathing, Circulation), perform a GCS, and assess for reflexes.","Check for responsiveness, call for help, and perform a neurological assessment.",0.5217,0.0952,0.3478,0.0
What is the duration of action for intermediate-acting insulin?,It lasts up to 24 hours.,6-12 hours,0.2222,0.0,0.2222,0.0
What is (are) Kidney Failure: Eat Right to Feel Right on Hemodialysis ?,"Before you were on dialysis, your doctor may have told you to follow a low-protein diet. Being on dialysis changes this. Most people on dialysis are encouraged to eat as much high-quality protein as they can. Protein helps you keep muscle and repair tissue. The better nourished you are, the healthier you will be. You will also have greater resistance to infection and recover from surgery more quickly. Your body breaks protein down into a waste product called urea. If urea builds up in your blood, it's a sign you have become very sick. Eating mostly high-quality proteins is important because they produce less waste than others. High-quality proteins come from meat, fish, poultry, and eggs (especially egg whites). Talk With a Dietitian Meat, fish, and chicken are good sources of protein. Talk with a dietitian about the meats you eat. I will eat ______ servings of meat each day. A regular serving size is 3 ounces. This is about the size of the palm of your hand or a deck of cards. Try to choose lean (low-fat) meats that are also low in phosphorus. If you are a vegetarian, ask about other ways to get your protein. Low-fat milk is a good source of protein. But milk is high in phosphorus and potassium. And milk adds to your fluid intake. Talk with a dietitian to see if milk fits into your food plan. I (will) (will not) drink milk. I will drink ______ cup(s) of milk a day.",Eating right is important for people on hemodialysis. Eating the right foods can help you feel better and stay healthy. Eating the right foods can also help you feel better and stay healthy. Eating the right foods can help you feel better and stay healthy. Eating the right foods can also help you feel better and stay healthy. Eating the right foods can help you feel better and stay healthy. Eating the right foods can also help you feel better and stay healthy. Eating the right foods can help you feel better and stay healthy. Eating the right foods can also help you feel better and stay healthy. Eating the right foods can help you feel better and stay healthy. Eating the right foods can also help you feel better and stay healthy. Eating the right foods can help you feel better and stay healthy. Eating the right foods can also help you feel better and stay healthy. Eating the right foods can help you feel better and stay healthy. Eating the right foods can also help you feel better and stay healthy. Eating the right foods can help you feel better and,0.1518,0.0135,0.1295,0.0
What is a second-generation antipsychotic example?,Risperidone.,Risperidone.,1.0,0.0,1.0,0.0
What is (are) Neurocutaneous melanosis ?,"Neurocutaneous melanosis (NCM) is a rare, non-inherited condition of the central nervous system. It is characterized by melanocytic nevi in both the skin and the brain. Two-thirds of people with NCM have giant congenital melanocytic nevi, and the remaining one-third have numerous lesions but no giant lesions. Most patients present with neurological features early in life, which can be secondary to intracranial hemorrhages (bleeding in the brain), impairment of cerebrospinal fluid circulation (fluid around the brain and spinal cord), and/or malignant transformation of the melanocytes. The prognosis of patients with symptomatic neurocutaneous melanosis is extremely poor, even in the absence of malignancy. Chemotherapy has been ineffective in the few patients in whom it has been tried.","Neurocutaneous melanosis is a rare condition characterized by the presence of melanocytic tumors in the skin and the central nervous system. The condition is usually diagnosed in infancy or early childhood. The most common symptom is a dark brown or black patch of skin. Other symptoms may include seizures, headaches, and/or abnormalities of the eyes. The cause of neurocutaneous melanosis is unknown. Treatment is based on the signs and symptoms present in each person.",0.4,0.1554,0.2974,0.0
How does active listening differ from passive listening?,"Active listening includes verifying understanding, while passive listening assumes comprehension without verification.","Active listening involves engaging with the speaker, asking questions, and providing feedback, while passive listening does not.",0.3448,0.2222,0.3448,0.0
What is the chemical difference between norepinephrine and epinephrine?,Epinephrine has an additional methyl group (-CH3),Norepinephrine lacks the methyl group found in epinephrine.,0.4,0.1538,0.2667,0.0
Where are common sites for subcutaneous injections?,"Anterior thighs, abdomen","Common sites include the upper arm, abdomen, and thighs.",0.3333,0.0,0.1667,0.0
What is the name of the American Nurses Association’s tool for CAUTI prevention?,Streamlined Evidence-Based RN Tool: Catheter Associated Urinary Tract Infection (CAUTI) Prevention.,The Checklist for the Prevention of Catheter-Associated Urinary Tract Infections (CAUTI).,0.5833,0.4545,0.5,0.0
What should be done if an adventitious lung sound is heard?,"Document the finding, compare bilaterally, and notify the provider if necessary.","Document the finding, assess for respiratory distress, and notify the provider if necessary.",0.75,0.6364,0.75,0.0
Who is at risk for Respiratory Failure? ?,"People who have diseases or conditions that affect the muscles, nerves, bones, or tissues that support breathing are at risk for respiratory failure. People who have lung diseases or conditions also are at risk for respiratory failure. For more information, go to ""What Causes Respiratory Failure?""","Respiratory failure is a serious condition that can affect anyone. However, some people are at higher risk for respiratory failure than others.
                
Risk factors for respiratory failure include:
                
A history of lung disease, such as chronic obstructive pulmonary disease (COPD), asthma, or pneumonia
                
A history of heart disease
                
A history of stroke
                
A history of lung cancer
                
A history of alcohol or drug abuse
                
A history of smoking
                
A history of exposure to certain toxins, such as asbestos, or other harmful substances
                
A history of sleep apnea
                
A history of severe burns
                
A history of severe head or chest trauma
                
A history of severe infections, such as pneumonia
                
A history of severe allergic reactions
                
A history of severe lung infections
                
A history of severe injuries, such as a broken rib or a punctured lung
                
A history of severe lung infections
                
A history of severe injuries,",0.2408,0.0952,0.1466,0.0
What are the genetic changes related to nonsyndromic paraganglioma ?,"The VHL, RET, SDHB, and SDHD genes can be mutated in both syndromic and nonsyndromic forms of paraganglioma and pheochromocytoma. Mutations in at least three additional genes, TMEM127, SDHA, and KIF1B, have been identified in people with the nonsyndromic form of these conditions. Gene mutations increase the risk of developing paraganglioma or pheochromocytoma by affecting control of cell growth and division. Mutations in the VHL, SDHA, SDHB, and SDHD genes increase the risk of developing nonsyndromic paraganglioma or pheochromocytoma. The protein produced from the VHL gene helps break down other, unneeded proteins, including a protein called HIF that stimulates cell division and blood vessel formation under certain cellular conditions. The proteins produced from the SDHA, SHDB, and SDHD genes are each pieces (subunits) of an enzyme that is important for energy production in the cell. This enzyme also plays a role in the breakdown of the HIF protein. Mutations in the VHL, SDHA, SDHB, and SDHD genes stabilize the HIF protein, causing it to build up in cells. Excess HIF protein stimulates cells to divide and triggers the production of blood vessels when they are not needed. Rapid and uncontrolled cell division, along with the formation of new blood vessels, can lead to the development of tumors. Mutations in the RET gene have been found in nonsyndromic pheochromocytoma in addition to a pheochromocytoma-predisposing syndrome. The protein produced from the RET gene is involved in signaling within cells that can stimulate cell division or maturation. Mutations in the RET gene overactivate the protein's signaling function, which can trigger cell growth and division in the absence of signals from outside the cell. This unchecked cell division can lead to the formation of tumors in the adrenal glands. Mutations in the TMEM127 gene have been identified most commonly in people with nonsyndromic pheochromocytoma and are rarely seen in people with other paraganglioma. The TMEM127 protein normally controls a signaling pathway that induces cell growth and survival. Studies suggest that mutations in the TMEM127 gene lead to abnormal activation of cell growth, which may cause tumor formation. Mutations in the KIF1B gene have been reported in nonsyndromic pheochromocytoma. Studies suggest that these mutations impair the function of the KIF1B protein, which normally triggers cells to self-destruct in a process called apoptosis. When apoptosis is impaired, cells grow and divide too quickly or in an uncontrolled way, potentially leading to tumor formation. Many people with nonsyndromic paraganglioma or pheochromocytoma do not have a mutation in any of the genes associated with the conditions. It is likely that other, unidentified genes also predispose to development of paraganglioma or pheochromocytoma.","Mutations in the SDHB, SDHD, and SDHC genes cause nonsyndromic paraganglioma. These genes provide instructions for making proteins that are part of an enzyme complex called succinate dehydrogenase (SDH). This enzyme complex is involved in a series of chemical reactions that help convert energy from food into a form that cells can use. The SDH enzyme complex also plays a role in the production of a molecule called succinate, which is involved in the regulation of cell growth and division. Mutations in the SDHB, SDHD, or SDHC gene disrupt the function of the SDH enzyme complex, which leads to an abnormal buildup of succinate. The accumulation of succinate is thought to cause cells to grow and divide uncontrollably, leading to the formation of a tumor.",0.3244,0.1252,0.2068,0.0
what research (or clinical trials) is being done for Trigeminal Neuralgia ?,"Within the NINDS research programs, trigeminal neuralgia is addressed primarily through studies associated with pain research. NINDS vigorously pursues a research program seeking new treatments for pain and nerve damage with the ultimate goal of reversing debilitating conditions such as trigeminal neuralgia. NINDS has notified research investigators that it is seeking grant applications both in basic and clinical pain research.","The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes of the National Institutes of Health (NIH) conduct research related to trigeminal neuralgia in laboratories at the NIH and also support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure trigeminal neuralgia.",0.281,0.0336,0.1818,0.0
What is (are) Pituitary Tumors ?,"The pituitary is a small, bean-sized gland that is below the hypothalamus, a structure at the base of the brain, by a thread-like stalk that contains both blood vessels and nerves. It controls a system of hormones in the body that regulate growth, metabolism, the stress response, and functions of the sex organs via the thyroid gland, adrenal gland, ovaries, and testes. A pituitary tumor is an abnormal growth of cells within the pituitary gland. Most pituitary tumors are benign, which means they are non-cancerous, grow slowly and do not spread to other parts of the body; however they can make the pituitary gland produce either too many or too few hormones, which can cause problems in the body. Tumors that make hormones are called functioning tumors, and they can cause a wide array of symptoms depending upon the hormone affected. Tumors that dont make hormones are called non-functioning tumors. Their symptoms are directly related to their growth in size and include headaches, vision problems, nausea, and vomiting. Diseases related to hormone abnormalities include Cushings disease, in which fat builds up in the face, back and chest, and the arms and legs become very thin; and acromegaly, a condition in which the hands, feet, and face are larger than normal. Pituitary hormones that impact the sex hormones, such as estrogen and testosterone, can make a woman produce breast milk even though she is not pregnant or nursing, or cause a man to lose his sex drive or lower his sperm count. Pituitary tumors often go undiagnosed because their symptoms resemble those of so many other more common diseases.","The pituitary gland is a pea-sized gland at the base of the brain. It makes hormones that control many important functions in the body. Pituitary tumors are abnormal growths in the pituitary gland. Most pituitary tumors are noncancerous (benign) and do not spread to other parts of the body. They can cause problems by pressing on the pituitary gland or nearby areas. Pituitary tumors can cause headaches, vision problems, and hormonal problems. Treatment depends on the type of tumor and how it affects the body. NIH: National Cancer Institute",0.4088,0.2333,0.3094,0.0
How does aldosterone affect potassium levels?,It increases potassium excretion.,"Aldosterone promotes potassium excretion, potentially leading to hypokalemia.",0.3333,0.2,0.3333,0.0
What are the genetic changes related to congenital insensitivity to pain ?,"Mutations in the SCN9A gene cause congenital insensitivity to pain. The SCN9A gene provides instructions for making one part (the alpha subunit) of a sodium channel called NaV1.7. Sodium channels transport positively charged sodium atoms (sodium ions) into cells and play a key role in a cell's ability to generate and transmit electrical signals. NaV1.7 sodium channels are found in nerve cells called nociceptors that transmit pain signals to the spinal cord and brain. The NaV1.7 channel is also found in olfactory sensory neurons, which are nerve cells in the nasal cavity that transmit smell-related signals to the brain. The SCN9A gene mutations that cause congenital insensitivity to pain result in the production of nonfunctional alpha subunits that cannot be incorporated into NaV1.7 channels. As a result, the channels cannot be formed. The absence of NaV1.7 channels impairs the transmission of pain signals from the site of injury to the brain, causing those affected to be insensitive to pain. Loss of this channel in olfactory sensory neurons likely impairs the transmission of smell-related signals to the brain, leading to anosmia.","Mutations in the SCN9A gene cause congenital insensitivity to pain. The SCN9A gene provides instructions for making a protein that forms sodium channels in nerve cells. These channels are involved in the transmission of pain signals from the skin to the brain. Mutations in the SCN9A gene lead to the production of sodium channels that are always open, which allows sodium ions to flow into nerve cells. This abnormal flow of sodium ions causes nerve cells to be overly sensitive to stimuli, including pain. As a result, people with congenital insensitivity to pain have an abnormal response to painful stimuli.",0.5347,0.3287,0.3333,0.0
What are the symptoms of Bare lymphocyte syndrome 2 ?,"What are the signs and symptoms of Bare lymphocyte syndrome 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Bare lymphocyte syndrome 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Agammaglobulinemia - Autosomal dominant inheritance - Autosomal recessive inheritance - Biliary tract abnormality - Chronic lymphocytic meningitis - Chronic mucocutaneous candidiasis - Colitis - Cutaneous anergy - Encephalitis - Failure to thrive - Malabsorption - Neutropenia - Panhypogammaglobulinemia - Protracted diarrhea - Recurrent bacterial infections - Recurrent fungal infections - Recurrent lower respiratory tract infections - Recurrent protozoan infections - Recurrent upper respiratory tract infections - Recurrent urinary tract infections - Recurrent viral infections - Villous atrophy - Viral hepatitis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Bare lymphocyte syndrome 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Bare lymphocyte syndrome 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the eyelashes 90% Abnormality of the palate 90% Abnormality of the voice 90% Abnormality of the toenails 90% Abnormality of the toenails 50% Abnormality of the toenails 7.5% Abnormality of the toenails 5% Abnormality of the toenails 3.75% Abnormality of the toenails 2.5% Abnormality of the toenails 2% Abnormality of the toenails 1.25% Abnormality of the toenails 1% Abnormality of the toenails 0.7",0.4429,0.3466,0.4382,0.0
What is (are) Wilson Disease ?,"Wilson disease is a genetic disease that prevents the body from removing extra copper. The body needs a small amount of copper from food to stay healthy; however, too much copper is poisonous. Normally, the liver filters extra copper and releases it into bile. Bile is a fluid made by the liver that carries toxins and wastes out of the body through the gastrointestinal tract. In Wilson disease, the liver does not filter copper correctly and copper builds up in the liver, brain, eyes, and other organs. Over time, high copper levels can cause life-threatening organ damage.","Wilson disease is a rare inherited disorder in which excessive amounts of copper build up in the body. Copper is a mineral that is found in many foods and is also made by the body. It is important for the function of many organs and the nervous system. Normally, the liver filters out excess copper and releases it into bile. The bile then flows to the intestines and is excreted from the body. In Wilson disease, the liver does not filter out the copper. Instead, the copper builds up in the liver, brain, and other organs. This can cause serious health problems. Wilson disease is caused by a change (mutation) in the ATP7B gene. It is inherited in an autosomal recessive pattern. Treatment may include medicines to remove excess copper from the body and dietary changes. NIH: National Institute of Neurological Disorders and Stroke",0.5537,0.3083,0.3802,0.0
Is carnitine palmitoyltransferase II deficiency inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",1.0,1.0,1.0,0.0
What are the symptoms of Charcot-Marie-Tooth disease type 2F ?,"What are the signs and symptoms of Charcot-Marie-Tooth disease type 2F? The subtypes of Charcot-Marie-Tooth type 2, including type 2F, have similar signs and symptoms. Affected individuals usually become symptomatic between the ages of 5 and 25, though onset can range from infancy to after the third decade of life. The most common first symptom is weakness of the feet and ankles, followed by slowly progressive weakness and atrophy of distal muscles in the feet and/or hands. Individuals often have decreased tendon reflexes and mild or no sensory loss. Adults with CMT2 often have bilateral foot drop, symmetric atrophy of muscles below the knee (stork leg appearance) and absent tendon reflexes in the legs. Mild sensory deficits of position, vibration, pain or temperature may occur in the feet, or sensation may be intact. Pain (especially in the feet) is reported by about 20%-40% of affected individuals. Other features that may be associated with CMT2 in a few individuals include hearing impairment; vocal cord or phrenic nerve involvement (which may result in difficulty with speech or breathing); restless legs; and sleep apnea. CMT2 is progressive over many years, but affected individuals often experience long periods without obvious progression. In some individuals, the condition may be so mild that it goes unrecognized. Affected individuals have a normal life span. The Human Phenotype Ontology provides the following list of signs and symptoms for Charcot-Marie-Tooth disease type 2F. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Areflexia - Autosomal dominant inheritance - Chronic axonal neuropathy - Decreased motor nerve conduction velocity - Distal amyotrophy - Distal muscle weakness - Distal sensory impairment - Fasciculations - Foot dorsiflexor weakness - Hyporeflexia - Muscle cramps - Pes cavus - Steppage gait - Ulnar claw - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Charcot-Marie-Tooth disease type 2F? The Human Phenotype Ontology provides the following list of signs and symptoms for Charcot-Marie-Tooth disease type 2F. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the metacarpal bones 90% Abnormality of the metaphyses 90% Abnormality of the metatarsal bones 90% Abnormality of the metatarsophalangeal joint 90% Abnormality of the nail 90% Abnormality of the phalanx of finger 90% Abnormality of the phalanx of toe 90% Areflexia 90% Cognitive impairment 90% Gait disturbance 90% Hyperreflexia 90% Kyphosis 90% Muscular hypot",0.3158,0.2607,0.2993,0.0
What are the risks of self-medicating with antibiotics?,"It can lead to resistance, allergic reactions, and ineffective treatment of infections.",Self-medicating can lead to antibiotic resistance and ineffective treatment.,0.6364,0.4,0.6364,0.0
What are the treatments for ethylmalonic encephalopathy ?,These resources address the diagnosis or management of ethylmalonic encephalopathy: - Baby's First Test - Genetic Testing Registry: Ethylmalonic encephalopathy - MedlinePlus Encyclopedia: Skin discoloration - bluish These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,These resources address the diagnosis or management of ethylmalonic encephalopathy: - Gene Review: Gene Review: Ethylmalonic Encephalopathy - Genetic Testing Registry: Ethylmalonic encephalopathy - MedlinePlus Encyclopedia: Ethylmalonic Encephalopathy These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,0.8515,0.8081,0.8515,0.0
Why should the patient breathe through their mouth when using a nebulizer?,To ensure the medication reaches the lungs effectively.,To ensure proper inhalation of the medication.,0.5333,0.3077,0.5333,0.0
What dietary restrictions are common among Buddhist patients?,Many Buddhists follow a strict vegetarian diet and avoid medications derived from animals.,"Many Buddhists follow a vegetarian diet, avoiding meat and fish.",0.6957,0.381,0.6087,0.0
What is (are) Congenital bilateral absence of the vas deferens ?,"Congenital bilateral absence of the vas deferens (CBAVD) occurs in males when the tubes that carry sperm out of the testes (vas deferens) fail to develop properly. Although the testes usually develop and function normally, sperm cannot be transported through the vas deferens to become part of semen. As a result, men with this condition are unable to father children (infertile) unless they use assisted reproductive technologies. This condition has not been reported to affect sex drive or sexual performance. This condition can occur alone or as a sign of cystic fibrosis, an inherited disease of the mucus glands. Many men with CBAVD do not have the other characteristic features of cystic fibrosis; however, some men with this condition may experience mild respiratory or digestive problems.","Congenital bilateral absence of the vas deferens (CBAVD) is a condition that affects the male reproductive system. The vas deferens are the tubes that carry sperm from the testicles to the urethra. In males with CBAVD, the vas deferens are absent from birth. This condition is associated with a genetic disorder called Klinefelter syndrome, which is characterized by the presence of an extra X chromosome in each cell (47,XXY). CBAVD is also associated with a genetic disorder called cystic fibrosis, which affects the lungs and digestive system. CBAVD is the most common cause of male infertility.",0.4036,0.1629,0.278,0.0
What is (are) Heart Failure ?,More detailed information on heart failure is available at http://www.nhlbi.nih.gov/health/dci,"Heart failure is a condition in which the heart can't pump enough blood to meet the body's needs. It can be caused by many different heart problems. Heart failure can be acute or chronic. Acute heart failure is a sudden onset of heart failure symptoms. Chronic heart failure is a long-term condition that gets worse over time. Heart failure is a serious condition. It can be life-threatening. However, with proper treatment, most people with heart failure can live a normal life span.",0.0588,0.04,0.0588,0.0
Why do antibiotics not always help with otitis externa?,"Otitis externa is often caused by a fungal or viral infection, which antibiotics do not treat.","Otitis externa is often caused by fungal infections, which antibiotics do not treat.",0.8966,0.7407,0.8966,0.0
Why is it important to confirm patient ID before wound assessment?,To prevent errors and ensure the correct patient receives the appropriate care.,To ensure the correct patient is being assessed and prevent medication errors.,0.6667,0.2727,0.4167,0.0
What are the symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly ?,"What are the signs and symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly? The Human Phenotype Ontology provides the following list of signs and symptoms for Metaphyseal dysplasia maxillary hypoplasia brachydactyly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of dental color 90% Brachydactyly syndrome 90% Convex nasal ridge 90% Short philtrum 90% Short stature 90% Thin vermilion border 90% Abnormal form of the vertebral bodies 50% Abnormality of the femur 50% Abnormality of the humerus 50% Camptodactyly of finger 50% Craniofacial hyperostosis 50% Reduced bone mineral density 50% Cerebral cortical atrophy 7.5% Recurrent fractures 7.5% Autosomal dominant inheritance - Flared metaphysis - Hypoplasia of the maxilla - Metaphyseal dysplasia - Multiple small vertebral fractures - Osteoporosis of vertebrae - Platyspondyly - Premature loss of teeth - Short 5th metacarpal - Short middle phalanx of the 2nd finger - Short middle phalanx of the 5th finger - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Metaphyseal dysplasia maxillary hypoplasia brachydactyly? The Human Phenotype Ontology provides the following list of signs and symptoms for Metaphyseal dysplasia maxillary hypoplasia brachydactyly. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the metaphyses 90% Abnormality of the metacarpal bones 90% Abnormality of the metatarsal bones 90% Abnormality of the ribs 90% Brachydactyly syndrome 90% Clinodactyly of the 5th finger 90% Cognitive impairment 90% Craniosynostosis 90% Delayed skeletal maturation 90% Hypoplasia of the maxilla 90",0.4711,0.4107,0.4133,0.0
Where are murmurs of aortic stenosis and aortic regurgitation best heard?,These murmurs are best heard at the aortic auscultation area.,"Aortic stenosis is best heard at the right second intercostal space, and aortic regurgitation is best heard at the left second intercostal space.",0.303,0.1935,0.303,0.0
